+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,#, , ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, , , ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, , , ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+
|, ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|,#, , , , , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , , , , , ,|, ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , , , , , ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, ,|
+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,#,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, , , ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, , , ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+
|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , , ,#,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , , , , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , , , , , , , , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|
+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,#,+,-,+, ,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, , , , , ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, , , ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, , , ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, , , ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+
|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , ,|,#,#,#,|, , , ,|, , , , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, , , , , ,|, , , , , ,|, ,|, , , , , , , , , , , , , , , , , , , ,|, , , , , , , ,|, ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, ,|, ,|, , , , , , , ,|, , , , , , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , , , ,|
+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,#,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, , , , , ,+,-,+,-,+, ,+,-,+, ,+, , , ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, , , ,+,-,+,-,+, ,+, ,+, ,+, , , ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, , , ,+,-,+,-,+
|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , , ,#,|, , , , , ,|, , , , , , , ,|, , , , , , , ,|, , , ,|, , , , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , , , , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , , , , , ,|, , , , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , , , , , , , , , , , , , ,|, , , ,|
+, , , ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, , ,#,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, , , , , , , ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+
|, , , ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,|, ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , , , , , ,|
+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, , , ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,#,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, , , ,+,-,+,-,+, ,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+
|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , , , , , ,|,#,#,#,#,#,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, ,|, , , , , ,|, ,|, ,|
+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, , , ,+, ,+,-,+, ,+,-,+,-,+,#,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, , , ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+,-,+, ,+
|, ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , , , , ,#,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, ,|
+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,#,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+
|, ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , , , ,|, ,|,#,#,#,#,#,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, , , , , , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , , , ,|, , , , , , , , , , , , , ,|, , , , , , , , , , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|
+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,#,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, , , ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, , , ,+,-,+, ,+,-,+,-,+, ,+
|, , , ,|, , , , , ,|, , , , , ,|, ,|, ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, ,|,#,#,#,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, , , , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , , , , , , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , ,|, , , ,|
+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,#,+, , , ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, , , ,+,-,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, , , ,+, , , ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+
|, , , ,|, ,|, , , , , ,|, ,|, , , , , , , , , , , ,|, ,|, ,|, , , , , , , ,|, , , , , ,|, ,|, , , , ,#, , , , ,|, , , , , , , , , ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, , , , , , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , , , ,|
+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, , , ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,#,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, , , ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, , , ,+
|, , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, ,|,#,#,#,|,#,#,#,#,#,#,#,|, , , , , ,|, ,|, ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, , , , , , , ,|
+, ,+,-,+,-,+, ,+,-,+, , , ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,#,+,-,+,#,+, ,+,-,+,#,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+
|, ,|, , , , , , , ,|, , , ,|, ,|, , , , , ,|, , , , , , , , , , , ,|, ,|, ,|, ,|, , , , , ,|, , ,#,|,#,#,#,|, , , ,|,#,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , , , ,|, , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|
+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,#,+,#,+, ,+, ,+,-,+,#,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, , , ,+, ,+, ,+, ,+, ,+, ,+
|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|,#,#,#,|, ,|, , , , ,#,#,#,#,#,|, , , , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, , , , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, ,|, ,|, , , ,|, ,|
